ALERTA,MES,ANO,SENSOR,ESTADO,AREAKM2,MUNICIPIO,UNID_CONSE,USO,JURISDICAO
degradacao,8,2022,Landsat-8/Sentinel-2,PA,0.02,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-8/Sentinel-2,PA,0.02,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-8/Sentinel-2,PA,0.02,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-8/Sentinel-2,PA,0.02,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-8/Sentinel-2,PA,0.01,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-8/Sentinel-2,PA,0.01,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-8/Sentinel-2,PA,0.01,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.15,Altamira,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.12,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.10,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.08,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.07,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.07,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.07,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.06,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.06,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.04,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.04,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.03,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.03,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.03,Altamira,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.03,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.03,Itaituba,APA do Tapajós,Uso Sustentável,Federal
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.03,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.03,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.02,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.02,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.02,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.02,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.02,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.02,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.02,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.01,Altamira,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.01,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.01,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,AC,0.01,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,7,2022,Sentinel-2,PA,5.76,Faro,FLONA de Saracá-Taquera,Uso Sustentável,Federal
degradacao,7,2022,Sentinel-2,PA,1.62,Terra Santa,FLONA de Saracá-Taquera,Uso Sustentável,Federal
degradacao,7,2022,Sentinel-2,PA,0.01,Aveiro,RESEX Tapajós-Arapiuns,Uso Sustentável,Federal
degradacao,7,2022,Sentinel-2,PA,0.53,Oriximiná,FLONA de Saracá-Taquera,Uso Sustentável,Federal
degradacao,7,2022,Sentinel-2,RO,0.29,Porto Velho,FERS do Rio Madeira (B),Uso Sustentável,Estadual
degradacao,7,2022,Sentinel-2,PA,0.14,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2021,Sentinel-1-2,RO,0.01,Porto Velho,FLONA do Bom Futuro,Uso Sustentável,Federal
degradacao,10,2021,Sentinel-1-2,PA,0.47,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,10,2021,Sentinel-1-2,PA,0.29,Baião,RESEX Ipaú-Anilzinho,Uso Sustentável,Federal
degradacao,10,2021,Sentinel-1-2,PA,0.15,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2021,Sentinel-1-2,RO,0.06,Porto Velho,PARNA Mapinguari,Proteção Integral,Federal
degradacao,10,2021,Sentinel-1-2,RO,0.07,Porto Velho,RESEX Jaci Paraná,Uso Sustentável,Estadual
degradacao,10,2021,Sentinel-1-2,PA,0.08,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,10,2021,Sentinel-1-2,MT,0.08,Nova Bandeirantes,PARNA do Juruena,Proteção Integral,Federal
degradacao,10,2021,Sentinel-1-2,MT,0.05,Nova Bandeirantes,PARNA do Juruena,Proteção Integral,Federal
degradacao,10,2021,Sentinel-1-2,AC,0.04,Epitaciolândia,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,10,2021,Sentinel-1-2,AC,0.03,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,9,2021,Sentinel-1-2,RO,3.35,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
degradacao,9,2021,Sentinel-1-2,RO,2.02,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
degradacao,9,2021,Sentinel-1-2,PA,1.72,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,1.52,Itaituba,APA do Tapajós,Uso Sustentável,Federal
degradacao,9,2021,Sentinel-1-2,PA,1.38,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2021,Sentinel-1-2,RO,1.37,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
degradacao,9,2021,Sentinel-1-2,TO,1.37,Pium,PARNA do Araguaia,Proteção Integral,Federal
degradacao,9,2021,Sentinel-1-2,PA,1.30,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,1.08,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,1.02,São Félix do Xingu,PARNA da Serra do Pardo,Proteção Integral,Federal
degradacao,9,2021,Sentinel-1-2,RO,0.98,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
degradacao,9,2021,Sentinel-1-2,RO,0.94,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.93,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.93,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,RO,0.84,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.80,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2021,Sentinel-1-2,RO,0.79,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.77,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,AM,0.67,Tapauá,FES Tapauá,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.60,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2021,Sentinel-1-2,RO,0.60,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.60,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2021,Sentinel-1-2,RO,0.58,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.57,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.54,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.54,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.53,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.52,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.45,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.42,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.41,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.41,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.40,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.39,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.37,São Félix do Xingu,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,9,2021,Sentinel-1-2,MT,0.36,Juína,ESEC de Iquê,Proteção Integral,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.34,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.33,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2021,Sentinel-1-2,TO,0.31,Pium,PARNA do Araguaia,Proteção Integral,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.30,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,AC,0.29,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.29,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,MT,0.12,Nova Bandeirantes,PARNA do Juruena,Proteção Integral,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.26,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.26,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.26,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.26,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.26,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,TO,0.25,Pium,PARNA do Araguaia,Proteção Integral,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.24,São Félix do Xingu,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.23,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.23,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.23,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.22,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.21,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,TO,0.20,Dois Irmãos do Tocantins,APA Leandro (Ilha do Bananal/Cantão),Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,TO,0.01,Abreulândia,APA Leandro (Ilha do Bananal/Cantão),Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.21,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.20,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.20,Altamira,FLONA de Altamira,Uso Sustentável,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.11,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.19,Altamira,FLONA de Altamira,Uso Sustentável,Federal
degradacao,9,2021,Sentinel-1-2,TO,0.19,Pium,PARNA do Araguaia,Proteção Integral,Federal
degradacao,9,2021,Sentinel-1-2,RO,0.19,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.18,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.17,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.17,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.17,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.17,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.16,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.16,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.16,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.15,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.15,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.14,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.13,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.13,São Félix do Xingu,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.13,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.13,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.13,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.13,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.13,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.13,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.13,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.13,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,AC,0.12,Bujari,FES do Antimary,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.12,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.12,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.12,Altamira,FLONA de Altamira,Uso Sustentável,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.11,São Félix do Xingu,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.10,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,RO,0.10,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.10,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2021,Sentinel-1-2,TO,0.10,Pium,PARNA do Araguaia,Proteção Integral,Federal
degradacao,9,2021,Sentinel-1-2,TO,0.10,Pium,PARNA do Araguaia,Proteção Integral,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.10,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.10,Itaituba,APA do Tapajós,Uso Sustentável,Federal
degradacao,9,2021,Sentinel-1-2,AM,0.09,Lábrea,PARNA Mapinguari,Proteção Integral,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.09,Itaituba,APA do Tapajós,Uso Sustentável,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.09,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,RO,0.09,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.09,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.09,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.09,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.09,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,RO,0.08,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.08,São Félix do Xingu,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,9,2021,Sentinel-1-2,MT,0.08,Nova Bandeirantes,PARNA do Juruena,Proteção Integral,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.08,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2021,Sentinel-1-2,RO,0.08,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.07,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.07,São Félix do Xingu,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,9,2021,Sentinel-1-2,RO,0.07,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.07,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.07,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.07,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.07,Itaituba,APA do Tapajós,Uso Sustentável,Federal
degradacao,9,2021,Sentinel-1-2,RO,0.07,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.07,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.07,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.07,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,TO,0.07,Pium,PARNA do Araguaia,Proteção Integral,Federal
degradacao,9,2021,Sentinel-1-2,TO,0.07,Pium,PARNA do Araguaia,Proteção Integral,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.07,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,AM,0.06,Lábrea,PARNA Mapinguari,Proteção Integral,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.06,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.06,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.06,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.06,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.06,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.06,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,TO,0.06,Dois Irmãos do Tocantins,APA Leandro (Ilha do Bananal/Cantão),Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.06,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.06,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.06,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.06,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,RO,0.06,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
degradacao,9,2021,Sentinel-1-2,TO,0.06,Pium,PARNA do Araguaia,Proteção Integral,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.05,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.05,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,TO,0.05,Pium,PARNA do Araguaia,Proteção Integral,Federal
degradacao,9,2021,Sentinel-1-2,RO,0.05,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
degradacao,9,2021,Sentinel-1-2,RO,0.05,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.05,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.05,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.05,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.05,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.05,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.05,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.05,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2021,Sentinel-1-2,PA,0.05,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.05,Itaituba,APA do Tapajós,Uso Sustentável,Federal
degradacao,9,2021,Sentinel-1-2,PA,0.05,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
